Date,City,Country,AQI,PM2.5 (µg/m³),PM10 (µg/m³),NO2 (ppb),SO2 (ppb),CO (ppm),O3 (ppb),Temperature (°C),Humidity (%),Wind Speed (m/s)
2024-04-01,Cairo,Egypt,261,217.3,237.1,50.7,6.2,5.34,195.3,-5.3,85,5.8
2024-04-02,New York,USA,83,139.1,117.2,71.8,47.8,5.66,195.1,-0.7,42,5.7
2024-04-02,Los Angeles,USA,41,102.4,185.8,54.0,37.7,8.38,187.1,0.2,32,5.1
2024-04-02,London,UK,222,42.8,156.9,68.2,11.7,0.13,157.2,-3.8,61,3.5
2024-04-02,Beijing,China,118,204.8,242.7,68.6,35.7,8.57,10.3,-4.1,14,8.9
2024-04-02,Delhi,India,128,180.2,268.3,62.7,27.3,4.28,194.0,4.0,58,6.1
2024-04-02,Paris,France,109,43.1,127.4,36.1,14.8,2.05,195.9,30.4,72,1.9
2024-04-02,Tokyo,Japan,70,231.1,285.8,92.6,33.0,7.86,192.4,23.0,30,12.8
2024-04-02,Sydney,Australia,234,135.4,244.5,22.4,3.3,3.04,66.8,11.0,85,2.6
2024-04-02,São Paulo,Brazil,58,193.6,291.9,98.9,24.9,2.6,171.5,-7.8,34,7.4
2024-04-02,Cairo,Egypt,180,7.6,258.6,64.1,46.2,4.08,141.1,5.3,70,8.4
2024-04-03,New York,USA,130,194.6,251.4,93.3,10.0,1.38,40.2,-5.2,28,0.6
2024-04-03,Los Angeles,USA,272,161.3,268.2,10.5,50.0,9.39,86.2,-4.8,59,1.2
2024-04-03,London,UK,161,96.2,268.3,89.3,25.2,1.01,160.7,21.3,81,7.1
2024-04-03,Beijing,China,126,47.8,38.5,37.1,45.4,3.52,87.9,23.5,36,8.3
2024-04-03,Delhi,India,180,119.7,51.4,75.3,45.7,1.02,149.3,30.2,27,10.6
2024-04-03,Paris,France,213,79.3,37.7,99.8,5.1,7.26,160.0,2.9,57,1.6
2024-04-03,Tokyo,Japan,243,174.9,136.3,52.8,47.7,8.78,31.0,-0.4,75,7.3
2024-04-03,Sydney,Australia,124,202.9,34.5,44.2,12.8,1.48,169.6,15.9,20,5.1
2024-04-03,São Paulo,Brazil,63,164.5,76.0,97.7,37.8,6.92,123.4,-1.2,59,7.1
2024-04-03,Cairo,Egypt,190,121.6,223.1,63.5,38.6,8.5,53.6,2.3,69,1.1
2024-04-04,New York,USA,119,19.4,18.6,84.5,31.1,7.33,171.6,-9.2,40,6.6
2024-04-04,Los Angeles,USA,251,205.1,143.1,61.1,37.2,9.75,87.9,3.2,50,4.6
2024-04-04,London,UK,265,144.0,118.9,37.3,40.4,0.57,188.4,17.3,59,11.7
2024-04-04,Beijing,China,73,186.7,94.5,91.9,26.8,9.83,53.8,-0.9,57,3.8
2024-04-04,Delhi,India,268,216.0,118.2,52.8,22.0,2.35,132.1,37.9,48,11.0
2024-04-04,Paris,France,195,22.2,73.0,76.2,20.1,2.41,27.7,4.9,66,14.5
2024-04-04,Tokyo,Japan,260,127.1,47.8,67.1,17.9,7.34,111.9,-7.5,13,12.2
2024-04-04,Sydney,Australia,185,26.7,159.9,94.3,7.3,8.94,170.8,-1.5,22,12.7
2024-04-04,São Paulo,Brazil,266,20.7,172.4,67.5,7.9,9.36,64.5,-1.1,61,8.2
2024-04-04,Cairo,Egypt,141,68.4,289.5,58.8,19.5,3.39,91.6,13.1,64,13.6
2024-04-05,New York,USA,214,58.7,217.0,69.9,27.1,8.23,59.7,13.8,17,9.4
2024-04-05,Los Angeles,USA,173,195.8,272.4,13.0,25.4,9.02,193.8,32.5,65,14.8
2024-04-05,London,UK,85,217.5,188.6,35.5,49.7,1.16,159.3,26.5,60,14.6
2024-04-05,Beijing,China,189,133.8,97.3,41.3,24.8,3.65,129.6,31.6,77,9.0
2024-04-05,Delhi,India,174,167.3,44.0,81.2,21.1,8.71,144.2,12.3,65,8.8
2024-04-05,Paris,France,278,26.7,110.2,27.9,4.5,8.93,24.2,-2.6,80,2.9
2024-04-05,Tokyo,Japan,265,151.2,93.8,50.2,3.5,4.39,147.0,5.6,55,10.6
2024-04-05,Sydney,Australia,163,248.6,88.3,95.1,40.6,9.36,138.9,32.7,49,9.7
2024-04-05,São Paulo,Brazil,144,64.1,167.7,38.7,34.1,2.35,30.0,38.5,78,4.1
2024-04-05,Cairo,Egypt,242,175.7,150.6,58.0,30.1,3.34,157.3,31.5,35,10.4
2024-04-06,New York,USA,144,177.6,36.1,94.2,10.1,9.65,165.7,4.1,40,6.3
2024-04-06,Los Angeles,USA,136,223.0,79.1,57.8,30.0,1.65,153.9,-3.1,41,1.3
2024-04-06,London,UK,105,95.5,13.9,6.9,11.6,2.13,130.7,7.7,67,3.6
2024-04-06,Beijing,China,271,84.0,125.5,50.7,15.6,3.82,141.8,38.1,35,12.0
2024-04-06,Delhi,India,258,146.4,107.5,72.5,34.3,1.58,183.5,23.0,76,1.5
2024-04-06,Paris,France,135,64.6,129.7,21.3,10.6,3.02,87.1,1.5,87,8.2
2024-04-06,Tokyo,Japan,63,33.1,67.2,16.2,12.5,6.95,26.1,-6.8,19,1.2
2024-04-06,Sydney,Australia,230,147.4,254.5,35.5,19.3,0.39,26.5,34.7,84,1.9
2024-04-06,São Paulo,Brazil,167,38.9,43.4,94.7,3.0,8.38,187.3,32.2,17,10.5
2024-04-06,Cairo,Egypt,141,225.5,282.8,94.9,6.6,8.68,10.3,15.4,37,12.4
2024-04-07,New York,USA,123,190.4,118.3,96.8,46.9,9.84,99.3,28.8,76,1.9
2024-04-07,Los Angeles,USA,127,225.2,66.1,62.1,16.9,3.56,105.3,11.3,84,14.7
2024-04-07,London,UK,105,17.9,264.9,20.1,26.8,8.44,106.0,4.9,47,6.0
2024-04-07,Beijing,China,132,151.3,149.4,22.3,14.4,4.78,150.8,-0.9,81,7.2
2024-04-07,Delhi,India,47,114.7,193.6,67.5,11.3,5.89,136.2,-2.3,60,13.7
2024-04-07,Paris,France,211,164.8,62.6,27.6,17.9,5.03,46.1,-8.8,87,12.3
2024-04-07,Tokyo,Japan,133,197.6,192.0,26.6,33.6,6.33,71.3,5.1,84,10.0
2024-04-07,Sydney,Australia,120,69.9,64.1,98.0,5.0,2.51,124.3,27.0,37,8.1
2024-04-07,São Paulo,Brazil,126,37.0,192.5,72.2,8.1,6.78,83.7,30.5,86,7.3
2024-04-07,Cairo,Egypt,37,126.9,162.4,77.0,37.4,2.57,193.2,-2.4,53,1.8
2024-04-08,New York,USA,184,134.6,13.3,37.5,12.7,8.75,23.6,-0.8,21,12.3
2024-04-08,Los Angeles,USA,203,118.4,295.1,95.1,40.4,5.75,91.0,32.4,53,8.2
2024-04-08,London,UK,242,151.6,118.7,64.8,22.5,5.57,54.1,2.9,25,11.1
2024-04-08,Beijing,China,137,185.1,41.7,89.5,27.2,8.08,138.2,22.1,46,4.1
2024-04-08,Delhi,India,80,32.1,29.7,71.9,49.9,3.07,127.3,29.1,81,9.0
2024-04-08,Paris,France,136,221.5,36.7,89.1,16.3,0.85,181.8,36.2,83,9.3
2024-04-08,Tokyo,Japan,154,122.4,35.8,58.9,11.5,5.04,117.9,9.5,84,11.5
2024-04-08,Sydney,Australia,258,166.5,256.0,13.9,49.0,7.03,89.1,27.2,87,6.7
2024-04-08,São Paulo,Brazil,141,237.5,141.2,80.4,37.3,2.38,97.5,20.9,72,13.4
2024-04-08,Cairo,Egypt,112,185.2,140.7,61.9,49.7,1.22,139.7,30.7,22,8.5
2024-04-09,New York,USA,163,147.1,286.4,15.3,8.2,4.35,63.8,34.3,46,3.8
2024-04-09,Los Angeles,USA,268,58.0,13.5,25.1,33.1,3.2,158.5,4.0,74,1.7
2024-04-09,London,UK,75,14.5,168.4,90.0,44.9,8.89,178.3,13.5,40,2.5
2024-04-09,Beijing,China,258,21.5,42.9,77.8,40.7,4.1,188.6,-0.3,56,5.1
2024-04-09,Delhi,India,104,172.1,260.2,90.2,5.0,9.13,19.6,2.5,87,1.9
2024-04-09,Paris,France,165,127.4,65.7,69.5,15.9,5.1,167.2,-2.7,82,4.9
2024-04-09,Tokyo,Japan,189,18.6,29.5,29.1,4.4,6.58,51.0,10.4,73,4.6
2024-04-09,Sydney,Australia,242,150.3,66.6,66.6,5.3,9.64,168.8,9.5,53,10.2
2024-04-09,São Paulo,Brazil,81,229.4,75.6,62.5,5.5,1.54,30.6,37.2,75,8.2
2024-04-09,Cairo,Egypt,101,27.7,206.4,65.9,8.1,6.59,57.1,-4.2,43,1.8
2024-04-10,New York,USA,277,200.5,242.1,87.9,39.5,1.53,72.7,33.1,38,3.8
2024-04-10,Los Angeles,USA,232,109.9,291.1,35.6,49.0,7.62,10.1,25.0,22,4.2
2024-04-10,London,UK,115,43.0,52.7,51.2,31.9,4.49,31.6,-8.2,78,3.6
2024-04-10,Beijing,China,114,174.3,242.0,72.8,10.5,1.43,56.9,17.4,43,7.6
2024-04-10,Delhi,India,37,37.4,91.3,69.5,33.0,2.86,26.5,31.9,82,10.6
2024-04-10,Paris,France,275,216.2,200.5,44.6,26.8,4.12,57.7,-6.4,41,12.9
2024-04-10,Tokyo,Japan,146,109.4,244.4,58.1,6.5,3.4,159.8,11.2,13,8.9
2024-04-10,Sydney,Australia,182,142.8,176.5,48.8,33.2,3.7,43.2,20.0,66,12.4
2024-04-10,São Paulo,Brazil,231,70.1,142.7,55.9,42.6,3.36,86.3,39.5,18,0.5
2024-04-10,Cairo,Egypt,138,110.5,76.2,70.1,46.5,8.87,127.6,7.5,69,14.2
2024-04-11,New York,USA,61,79.4,221.9,79.7,29.5,0.93,91.4,34.3,33,14.4
2024-04-11,Los Angeles,USA,103,225.9,101.9,14.8,5.8,9.71,66.1,36.3,19,4.8
2024-04-11,London,UK,142,43.5,216.9,42.4,23.2,8.1,29.9,26.4,48,4.4
2024-04-11,Beijing,China,88,113.7,138.5,40.3,19.0,4.08,137.9,39.7,37,9.8
2024-04-11,Delhi,India,276,116.8,106.3,86.8,3.7,7.15,104.4,25.6,76,3.8
2024-04-11,Paris,France,255,202.1,81.7,54.5,37.3,1.97,83.5,36.2,59,14.1
2024-04-11,Tokyo,Japan,225,190.9,275.1,76.0,46.6,5.96,151.3,25.8,77,10.8
2024-04-11,Sydney,Australia,221,125.7,184.0,10.2,45.0,8.12,185.2,37.3,29,3.0
2024-04-11,São Paulo,Brazil,141,53.3,293.7,11.6,27.0,2.47,95.5,9.0,66,6.4
2024-04-11,Cairo,Egypt,124,202.1,179.3,62.2,34.9,3.61,79.3,10.5,86,4.7
2024-04-12,New York,USA,289,110.4,19.7,31.8,42.3,7.97,48.0,3.1,49,15.0
2024-04-12,Los Angeles,USA,298,10.5,99.6,81.0,17.1,2.09,189.7,-1.6,63,13.3
2024-04-12,London,UK,123,211.2,82.6,79.0,5.3,4.86,97.5,14.0,70,11.4
2024-04-12,Beijing,China,275,185.9,157.0,15.3,22.8,9.99,30.0,15.1,77,4.2
2024-04-12,Delhi,India,215,161.6,296.5,69.1,46.6,0.2,133.7,24.8,76,1.0
2024-04-12,Paris,France,259,32.9,144.0,22.7,9.9,2.54,65.2,12.3,88,6.0
2024-04-12,Tokyo,Japan,289,164.6,289.8,70.3,31.0,3.44,152.8,18.6,72,5.0
2024-04-12,Sydney,Australia,183,157.4,258.4,45.4,17.4,9.73,82.0,36.1,34,1.5
2024-04-12,São Paulo,Brazil,241,27.2,145.7,46.6,31.9,8.57,12.7,20.8,80,11.4
2024-04-12,Cairo,Egypt,49,116.0,78.7,73.7,11.8,0.3,18.6,22.2,73,15.0
2024-04-13,New York,USA,89,100.1,109.5,95.9,4.1,5.95,59.0,24.0,22,7.3
2024-04-13,Los Angeles,USA,160,186.4,222.9,71.8,26.9,8.72,99.8,22.7,69,4.5
2024-04-13,London,UK,214,13.3,180.5,5.7,10.1,6.62,135.1,2.2,10,2.4
2024-04-13,Beijing,China,299,157.8,200.1,80.3,39.0,1.19,33.8,-0.6,16,9.4
2024-04-13,Delhi,India,81,101.0,25.0,40.8,13.9,2.86,91.3,-1.7,57,13.1
2024-04-13,Paris,France,102,38.7,118.9,89.3,30.5,7.8,56.8,11.9,55,14.2
2024-04-13,Tokyo,Japan,170,170.3,100.6,75.0,37.3,0.75,93.0,17.8,50,12.1
2024-04-13,Sydney,Australia,77,140.1,168.2,75.5,35.4,8.62,161.1,39.8,65,14.4
2024-04-13,São Paulo,Brazil,203,209.2,239.2,83.2,8.2,1.73,78.9,39.6,61,2.1
2024-04-13,Cairo,Egypt,107,186.9,57.4,60.3,41.0,8.03,15.4,-7.7,44,6.2
2024-04-14,New York,USA,93,87.6,207.9,54.8,48.6,5.61,161.3,15.6,20,13.9
2024-04-14,Los Angeles,USA,37,237.1,288.9,27.5,40.4,0.63,164.3,7.9,26,5.6
2024-04-14,London,UK,47,243.0,265.2,84.7,32.6,4.94,153.0,8.1,61,1.8
2024-04-14,Beijing,China,125,248.5,82.2,16.6,27.1,8.94,89.0,2.8,41,4.0
2024-04-14,Delhi,India,167,117.1,34.1,20.3,41.1,7.41,165.9,17.2,48,10.4
2024-04-14,Paris,France,137,114.2,140.5,10.1,41.7,5.02,38.1,-9.2,30,8.2
2024-04-14,Tokyo,Japan,274,91.9,37.5,43.9,28.3,6.11,190.7,9.2,76,1.5
2024-04-14,Sydney,Australia,107,53.1,21.9,63.2,34.3,3.47,75.3,3.6,87,14.6
2024-04-14,São Paulo,Brazil,77,111.9,98.7,37.0,4.4,5.9,191.8,-2.8,79,10.1
2024-04-14,Cairo,Egypt,176,167.5,124.9,92.5,14.3,7.11,84.1,15.7,61,10.6
2024-04-15,New York,USA,87,52.5,280.3,96.3,25.9,8.52,70.7,7.6,66,5.1
2024-04-15,Los Angeles,USA,85,47.8,277.0,28.1,31.7,3.36,13.6,11.4,33,6.9
2024-04-15,London,UK,143,22.7,101.7,82.4,9.3,7.32,165.1,39.9,68,13.4
2024-04-15,Beijing,China,70,154.6,29.7,78.6,35.8,8.49,41.7,23.1,83,10.1
2024-04-15,Delhi,India,131,14.9,265.6,24.2,27.0,6.54,185.8,-5.3,38,6.2
2024-04-15,Paris,France,199,82.4,10.9,19.6,45.2,0.18,97.7,11.5,28,1.9
2024-04-15,Tokyo,Japan,79,89.0,48.2,74.4,22.8,7.9,69.7,39.5,30,7.1
2024-04-15,Sydney,Australia,221,173.9,30.6,39.2,38.4,1.24,129.5,6.6,74,9.5
2024-04-15,São Paulo,Brazil,225,45.4,180.0,9.3,31.7,8.88,153.0,24.9,89,7.8
2024-04-15,Cairo,Egypt,155,213.7,47.9,13.9,8.3,1.58,126.0,6.5,14,5.3
2024-04-16,New York,USA,269,136.4,19.6,18.7,20.8,0.94,162.9,4.5,90,4.9
2024-04-16,Los Angeles,USA,141,167.7,149.2,83.3,27.9,9.13,79.2,-2.6,48,13.7
2024-04-16,London,UK,108,64.3,142.0,28.4,20.3,2.06,163.5,24.1,10,12.1
2024-04-16,Beijing,China,37,21.4,185.1,44.1,43.8,8.59,46.3,7.9,27,14.6
2024-04-16,Delhi,India,40,233.8,164.5,51.5,25.8,1.41,73.8,-7.5,52,12.2
2024-04-16,Paris,France,195,40.2,211.7,59.0,9.2,0.45,40.6,27.2,58,12.8
2024-04-16,Tokyo,Japan,30,118.0,221.1,96.6,38.7,9.62,58.8,5.9,44,8.7
2024-04-16,Sydney,Australia,131,18.1,121.7,37.0,27.3,2.52,176.7,14.8,37,0.6
2024-04-16,São Paulo,Brazil,232,205.1,294.0,25.2,19.4,5.9,97.7,36.0,13,7.0
2024-04-16,Cairo,Egypt,188,201.3,11.1,31.6,18.1,4.94,139.0,-3.6,25,7.0
2024-04-17,New York,USA,270,243.3,212.9,66.3,27.9,0.51,101.9,-1.8,12,12.2
2024-04-17,Los Angeles,USA,147,198.2,117.0,21.3,36.5,6.06,186.9,1.6,35,8.6
2024-04-17,London,UK,77,48.2,34.0,85.4,12.4,3.84,101.1,11.8,77,11.1
2024-04-17,Beijing,China,47,101.5,127.5,56.5,39.6,6.07,63.6,30.2,58,10.0
2024-04-17,Delhi,India,291,126.0,252.5,37.4,36.0,1.58,148.8,26.3,43,7.8
2024-04-17,Paris,France,288,143.7,269.8,9.4,2.3,8.89,172.7,7.2,33,2.7
2024-04-17,Tokyo,Japan,123,176.0,280.5,39.9,21.0,1.78,181.1,38.8,47,7.3
2024-04-17,Sydney,Australia,66,239.7,104.6,12.5,2.9,3.15,170.6,17.8,55,11.5
2024-04-17,São Paulo,Brazil,54,40.2,33.3,87.6,31.2,6.6,11.4,33.0,17,8.1
2024-04-17,Cairo,Egypt,127,111.4,124.5,53.4,25.7,3.07,107.3,22.7,68,13.7
2024-04-18,New York,USA,128,11.9,196.0,48.3,6.2,8.58,89.8,7.7,66,12.3
2024-04-18,Los Angeles,USA,89,166.1,31.3,6.0,36.2,4.21,160.8,22.0,87,1.6
2024-04-18,London,UK,271,199.7,285.2,94.0,25.0,6.13,58.6,6.9,34,5.5
2024-04-18,Beijing,China,49,145.5,159.9,65.0,15.6,7.12,133.3,-4.9,71,12.9
2024-04-18,Delhi,India,170,121.2,283.5,80.8,13.5,1.46,185.6,3.0,34,4.2
2024-04-18,Paris,France,126,204.9,229.5,38.6,34.0,7.79,26.5,-7.5,34,1.2
2024-04-18,Tokyo,Japan,202,110.3,260.9,12.4,19.2,0.98,183.1,-8.6,14,11.3
2024-04-18,Sydney,Australia,84,177.2,84.8,5.5,35.0,7.0,169.7,-8.4,55,3.9
2024-04-18,São Paulo,Brazil,143,64.6,13.9,46.7,47.3,2.46,190.3,30.9,48,8.6
2024-04-18,Cairo,Egypt,266,175.6,214.1,46.9,21.2,3.2,59.8,-0.5,32,7.5
2024-04-19,New York,USA,188,12.5,67.2,80.8,27.3,0.53,172.0,-4.2,28,12.2
2024-04-19,Los Angeles,USA,71,137.4,246.7,6.4,49.7,3.8,164.6,27.6,51,13.5
2024-04-19,London,UK,204,241.7,48.5,9.1,37.1,2.12,11.5,3.0,79,9.4
2024-04-19,Beijing,China,50,196.1,212.1,65.0,47.3,2.79,89.3,24.7,35,1.3
2024-04-19,Delhi,India,271,190.8,218.0,91.0,13.7,7.01,191.8,6.7,71,1.4
2024-04-19,Paris,France,161,9.5,239.5,53.8,38.6,2.81,51.3,17.2,61,13.9
2024-04-19,Tokyo,Japan,289,213.7,206.7,97.1,12.3,7.17,105.5,39.1,89,14.2
2024-04-19,Sydney,Australia,120,84.9,152.8,12.6,31.5,2.05,14.2,1.9,67,3.3
2024-04-19,São Paulo,Brazil,165,77.5,122.6,69.6,12.2,6.91,22.7,27.5,28,2.1
2024-04-19,Cairo,Egypt,42,22.9,131.4,52.7,4.0,8.04,127.2,25.8,65,7.1
2024-04-20,New York,USA,72,50.2,211.7,31.7,37.0,2.91,155.2,23.9,33,8.9
2024-04-20,Los Angeles,USA,203,184.2,84.0,95.9,46.2,7.29,49.0,34.9,20,1.4
2024-04-20,London,UK,72,38.8,167.4,85.0,22.7,2.9,80.8,7.9,60,2.6
2024-04-20,Beijing,China,172,11.1,159.5,50.9,5.1,4.56,49.7,31.7,28,5.1
2024-04-20,Delhi,India,167,164.4,202.1,36.8,31.4,1.08,197.1,6.3,45,2.9
2024-04-20,Paris,France,198,238.9,132.0,37.3,16.4,1.39,162.4,15.0,69,3.2
2024-04-20,Tokyo,Japan,135,200.6,120.9,98.2,47.9,5.92,62.0,26.8,76,10.7
2024-04-20,Sydney,Australia,298,84.6,172.6,91.8,25.1,5.34,122.2,-1.9,29,0.9
2024-04-20,São Paulo,Brazil,276,77.4,297.1,36.1,38.0,6.43,141.9,17.1,90,13.7
2024-04-20,Cairo,Egypt,93,217.4,95.8,75.2,49.8,2.03,50.7,6.2,87,8.8
2024-04-21,New York,USA,141,223.3,138.4,65.4,12.8,6.06,150.6,32.8,42,5.4
2024-04-21,Los Angeles,USA,234,40.9,146.5,71.7,6.6,7.87,175.5,11.4,33,7.8
2024-04-21,London,UK,67,220.3,14.5,58.7,5.8,0.46,147.0,9.8,85,9.1
2024-04-21,Beijing,China,182,213.3,178.5,90.8,34.7,1.22,190.2,18.0,11,0.6
2024-04-21,Delhi,India,123,57.4,34.2,43.0,45.2,2.03,45.6,-4.1,34,13.5
2024-04-21,Paris,France,72,115.9,214.6,50.5,38.4,0.99,124.8,0.1,57,6.5
2024-04-21,Tokyo,Japan,236,208.8,197.6,24.0,9.7,4.28,67.2,-1.7,15,7.1
2024-04-21,Sydney,Australia,227,123.3,80.3,17.6,2.6,9.31,128.3,20.2,87,1.3
2024-04-21,São Paulo,Brazil,243,52.1,120.9,8.5,13.3,6.06,128.1,-7.1,39,5.9
2024-04-21,Cairo,Egypt,51,123.5,97.6,70.0,13.9,0.54,33.9,38.2,53,15.0
2024-04-22,New York,USA,152,6.2,216.8,62.4,37.0,7.52,112.3,12.1,45,6.1
2024-04-22,Los Angeles,USA,101,172.2,116.1,67.6,18.4,1.26,26.3,10.7,30,9.0
2024-04-22,London,UK,270,45.0,182.2,51.1,47.8,8.37,87.7,38.0,77,14.0
2024-04-22,Beijing,China,82,91.0,186.9,76.8,34.1,7.27,97.6,31.7,20,12.0
2024-04-22,Delhi,India,114,199.4,47.3,80.5,40.7,7.74,181.4,32.1,60,5.1
2024-04-22,Paris,France,149,137.4,25.4,88.7,16.8,4.0,33.6,29.4,65,6.6
2024-04-22,Tokyo,Japan,76,229.6,249.0,77.9,27.5,3.51,188.8,1.3,58,8.6
2024-04-22,Sydney,Australia,125,138.6,241.0,47.9,3.7,1.95,140.0,-7.5,87,14.3
2024-04-22,São Paulo,Brazil,199,144.7,76.3,22.4,11.3,6.78,49.0,13.5,52,6.2
2024-04-22,Cairo,Egypt,51,160.6,167.5,70.6,15.8,2.7,23.8,26.5,14,6.7
2024-04-23,New York,USA,89,221.0,10.8,99.3,20.2,8.39,60.3,-3.0,35,3.7
2024-04-23,Los Angeles,USA,210,46.2,87.3,12.0,15.2,8.58,167.2,38.0,42,13.4
2024-04-23,London,UK,45,114.8,129.1,98.5,20.8,1.37,62.5,24.7,85,4.4
2024-04-23,Beijing,China,104,94.5,126.5,94.7,29.9,9.14,124.2,-8.0,88,9.1
2024-04-23,Delhi,India,201,13.4,62.5,18.5,18.1,7.07,12.5,2.8,45,8.1
2024-04-23,Paris,France,149,113.3,257.7,31.7,15.1,7.42,63.5,10.7,31,10.8
2024-04-23,Tokyo,Japan,184,166.0,56.7,19.1,11.3,6.61,52.9,-1.4,44,14.5
2024-04-23,Sydney,Australia,107,190.1,197.7,98.2,33.1,8.77,74.5,4.4,41,14.6
2024-04-23,São Paulo,Brazil,216,72.0,75.6,46.9,2.9,6.04,20.5,32.0,23,12.7
2024-04-23,Cairo,Egypt,52,90.3,192.5,26.2,36.0,5.6,112.7,6.7,20,4.6
2024-04-24,New York,USA,242,44.3,24.9,95.3,45.2,4.08,188.0,0.1,65,12.8
2024-04-24,Los Angeles,USA,242,227.4,74.1,76.5,38.6,6.23,154.4,34.5,57,9.2
2024-04-24,London,UK,288,239.5,241.9,23.9,31.8,1.03,145.6,38.3,57,5.5
2024-04-24,Beijing,China,157,196.2,10.7,52.5,21.7,3.8,198.6,10.5,26,12.8
2024-04-24,Delhi,India,82,5.9,55.9,60.1,29.3,0.62,178.0,-1.2,48,14.4
2024-04-24,Paris,France,261,191.5,61.9,33.2,30.3,8.05,41.1,3.5,79,3.7
2024-04-24,Tokyo,Japan,212,168.3,103.7,56.6,7.4,7.4,119.1,30.4,90,2.2
2024-04-24,Sydney,Australia,260,20.2,112.7,34.1,26.7,0.2,89.8,24.9,86,1.3
2024-04-24,São Paulo,Brazil,58,106.8,176.7,89.0,37.4,8.08,100.6,-8.4,90,11.5
2024-04-24,Cairo,Egypt,172,94.6,38.5,24.7,45.0,6.14,72.8,-3.0,66,3.2
2024-04-25,New York,USA,46,75.4,73.1,71.2,45.1,0.99,35.6,17.8,22,2.0
2024-04-25,Los Angeles,USA,180,208.0,272.4,66.7,11.4,1.9,43.7,17.6,26,5.4
2024-04-25,London,UK,175,55.5,206.6,46.4,40.7,9.33,53.1,-6.2,66,0.6
2024-04-25,Beijing,China,174,216.4,95.7,77.4,8.0,8.81,26.4,3.8,54,5.9
2024-04-25,Delhi,India,78,46.4,278.2,67.9,24.6,5.2,81.6,0.3,67,4.7
2024-04-25,Paris,France,98,240.1,182.8,65.2,5.1,2.62,60.5,19.0,25,14.7
2024-04-25,Tokyo,Japan,95,142.5,225.0,94.4,18.2,8.16,164.4,23.4,84,10.5
2024-04-25,Sydney,Australia,80,19.8,293.3,21.9,22.0,7.91,93.5,-9.4,89,10.8
2024-04-25,São Paulo,Brazil,100,37.1,181.4,85.6,36.9,7.64,51.9,-1.5,77,12.0
2024-04-25,Cairo,Egypt,166,118.9,119.8,17.6,25.2,8.06,82.8,1.2,89,1.5
2024-04-26,New York,USA,288,177.4,277.4,10.0,46.3,0.52,107.9,10.9,27,4.8
2024-04-26,Los Angeles,USA,219,222.0,220.5,60.7,3.6,6.88,112.8,25.8,46,10.0
2024-04-26,London,UK,232,239.0,264.5,45.8,25.1,3.79,82.2,35.2,15,9.5
2024-04-26,Beijing,China,97,228.0,193.7,81.2,2.7,2.88,144.0,31.4,64,5.8
2024-04-26,Delhi,India,273,107.6,138.7,6.7,40.3,2.39,111.4,-3.0,76,14.5
2024-04-26,Paris,France,182,42.9,28.0,7.9,45.8,9.7,116.1,11.1,12,12.8
2024-04-26,Tokyo,Japan,188,167.7,201.5,84.4,12.8,4.74,136.1,12.1,44,3.9
2024-04-26,Sydney,Australia,289,28.0,66.9,68.0,16.6,8.08,77.5,-8.7,39,12.5
2024-04-26,São Paulo,Brazil,173,213.9,163.4,52.6,35.8,0.86,170.2,21.9,23,4.4
2024-04-26,Cairo,Egypt,129,123.3,163.8,53.5,41.5,3.73,191.3,30.0,79,11.1
2024-04-27,New York,USA,62,162.9,125.8,72.7,3.4,4.28,118.4,-6.8,57,1.0
2024-04-27,Los Angeles,USA,61,185.9,236.6,77.7,9.8,3.25,155.6,31.4,42,3.3
2024-04-27,London,UK,267,125.4,203.8,81.6,3.6,1.52,110.9,34.4,25,11.3
2024-04-27,Beijing,China,44,90.7,121.6,48.8,14.7,0.34,188.0,36.3,44,15.0
2024-04-27,Delhi,India,179,127.7,299.8,48.0,5.0,0.83,105.3,34.3,85,13.7
2024-04-27,Paris,France,248,160.8,124.8,18.7,45.0,9.94,38.1,-5.0,69,2.9
2024-04-27,Tokyo,Japan,205,210.0,199.1,65.5,34.1,5.86,21.4,13.7,52,2.1
2024-04-27,Sydney,Australia,73,125.6,183.9,22.0,25.4,8.76,183.6,-3.8,76,9.1
2024-04-27,São Paulo,Brazil,91,200.1,170.8,85.7,10.8,2.86,72.7,10.4,30,2.3
2024-04-27,Cairo,Egypt,73,10.6,239.6,64.0,32.4,9.49,79.8,14.5,40,3.4
2024-04-28,New York,USA,228,77.3,41.9,84.2,33.2,2.79,83.9,-7.7,67,12.9
2024-04-28,Los Angeles,USA,181,193.7,29.0,62.6,38.1,1.51,186.0,21.9,43,12.2
2024-04-28,London,UK,76,110.4,125.0,84.3,3.3,4.85,62.1,35.1,78,13.9
2024-04-28,Beijing,China,163,9.2,150.8,16.7,43.2,1.61,101.2,35.8,53,1.1
2024-04-28,Delhi,India,287,210.2,215.3,40.2,32.2,0.51,143.6,19.1,62,3.7
2024-04-28,Paris,France,148,244.6,158.1,99.0,34.9,7.75,80.5,1.4,57,12.2
2024-04-28,Tokyo,Japan,252,87.7,171.7,68.1,9.3,3.39,169.8,-0.4,64,8.7
2024-04-28,Sydney,Australia,37,229.9,115.0,85.0,11.2,9.27,182.4,23.5,55,13.1
2024-04-28,São Paulo,Brazil,55,87.5,14.2,71.3,22.6,9.18,83.8,19.8,15,0.8
